"S_ID","SAF_SELFCON","SQA06A","SQA06B","SQA06C","SQA06D","SQA06E","SQA06F","SBF_SELFCON","SQB01A","SQB01B","SQB01C","SQB01D","SQB01E","SQB01F","SAF_PINT","SQA14A","SQA14B","SQA14C","SBF_PINT","SQB03A","SQB03B","SQB03C","SAF_GENSELFEFF","SQA15A","SQA15B","SQA15C","SQA15D","SQA15E","SBF_GENSELFEFF","SQB02A","SQB02B","SQB02C","SQB02D","SQB02E","SAF_EFFICACY_MATCHED","SQA16F2","SQA16G2","SQA16H2","SQA16I2","SQA16J2","SBF_EFFICACY_MATCHED","SQB07CA","SQB07CB","SQB07CC","SQB07CD","SQB07CE"
"00152-0018-0001-0004",0.549448376784194,3,3,3,3,3,4,0.758527042539948,4,3,3,3,3,3,1.33147011590942,4,4,4,0.80694640972304,4,3,3,0.0737042900884769,2,3,3,3,3,0.107214196647547,2,3,2,3,3,0.317080326613267,3,3,3,3,3,0.205761128204731,3,3,3,3,3
"00152-0018-0001-0005",-0.673340148092401,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,-1.08442010223144,2,2,1,NA,NA,NA,NA,-1.91741951870438,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00152-0018-0001-0006",1.6159765663441,4,4,4,4,4,4,-0.0686537752705568,2,2,3,3,3,2,0.199253504854407,3,3,3,0.787693879859779,2,4,4,0.272416208867303,3,3,3,3,3,-0.496325101745625,2,2,2,2,2,1.23649259180142,4,4,4,4,4,1.22882602627942,4,4,4,4,4
"00152-0018-0001-0007",-0.0928267732933168,3,2,3,2,3,3,-0.508618953060536,3,2,2,2,2,2,0.199253504854407,3,3,3,-0.0014335159512155,2,3,3,-0.195869356804673,1,2,3,4,3,0.580775960898881,3,3,3,3,3,-0.285071927723998,3,3,2,2,1,-0.584113724471133,2,2,2,2,2
"00152-0018-0001-0008",-0.0735417449529984,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,-1.12918846915144,1,2,2,NA,NA,NA,NA,0.272416208867303,3,3,3,3,3,NA,NA,NA,NA,NA,NA,0.285159893241277,3,3,3,4,2,NA,NA,NA,NA,NA,NA
"00152-0018-0001-0009",0.970662443116652,3,4,4,4,3,3,-0.297606509525634,2,2,3,2,3,2,0.564280481719156,4,3,3,-0.156778579949398,3,2,3,0.272416208867303,3,3,3,3,3,-0.308227121587011,2,2,2,3,2,0.0725247290342744,2,2,3,3,3,0.111289730417658,3,3,3,2,3
"00152-0018-0001-0010",-0.45474686682636,2,2,2,2,3,3,-1.15447933856862,2,1,2,1,2,2,0.199253504854407,3,3,3,-0.624960511436945,2,2,2,-0.649391525619164,2,1,2,4,2,-0.496325101745625,2,2,2,2,2,-0.17962435407506,2,2,3,2,2,-0.112001674986087,3,2,3,2,3
"00152-0018-0001-0011",0.316895221729886,3,3,3,3,3,3,-2.08172567444038,1,1,1,1,1,1,-0.365004241896417,3,3,1,-1.6026139971396,1,1,1,-0.403389179524934,3,2,2,3,2,-1.69756034126817,1,1,1,1,1,0.338246680312611,1,3,4,3,3,-1.52759909668946,1,1,1,1,1
"00152-0018-0001-0012",-0.320929264082401,2,3,2,2,3,3,-0.738198857530861,2,2,2,2,2,2,-1.08442010223144,2,2,1,-0.351134532694353,3,2,2,-1.15476404717786,1,2,2,2,1,-0.496325101745625,2,2,2,2,2,0.36655350301039,4,4,2,3,3,-0.478460001401862,3,2,2,2,2
"00152-0018-0001-0013",-0.61228171313842,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,-0.0774978699633682,3,3,2,NA,NA,NA,NA,-0.225603580732227,2,3,2,4,2,NA,NA,NA,NA,NA,NA,-0.380625596367436,2,2,2,2,2,NA,NA,NA,NA,NA,NA
"00152-0018-0001-0014",0.316895221729886,3,3,3,3,3,3,-0.093774505286413,3,2,2,3,3,2,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,0.272416208867303,3,3,3,3,3,0.14524335166498,3,2,3,3,2,1.23649259180142,4,4,4,4,4,0.205761128204731,3,3,3,3,3
"00152-0018-0001-0015",1.6159765663441,4,4,4,4,4,4,0.495913076204877,3,3,3,3,3,3,-0.0774978699633682,3,3,2,0.407754629074501,3,3,3,-0.211192651840884,3,2,2,3,3,1.03247896497271,3,4,3,3,4,1.23649259180142,4,4,4,4,4,0.205761128204731,3,3,3,3,3
"00152-0018-0001-0016",0.141235126228006,2,3,2,3,3,4,-0.738198857530861,2,2,2,2,2,2,-0.365004241896417,3,3,1,0.141034122678427,3,3,2,-0.601046338335395,2,2,2,3,2,0.381805687058413,2,3,3,3,3,-0.380625596367436,2,2,2,2,2,0.205761128204731,3,3,3,3,3
"00152-0018-0001-0017",0.316895221729886,3,3,3,3,3,3,-0.738198857530861,2,2,2,2,2,2,1.33147011590942,4,4,4,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,0.381805687058413,2,3,3,3,3,0.0561782714852206,3,2,3,2,3,0.205761128204731,3,3,3,3,3
"00152-0018-0001-0018",0.0490840459219945,3,3,3,2,3,3,-0.219358126743737,2,3,2,2,3,3,1.01459026274053,4,4,3,1.2867011071775,4,4,3,0.669944482065575,3,3,3,4,4,0.381805687058413,2,3,3,3,3,0.651439680310747,3,2,4,4,4,0.19933468175496,2,3,3,4,3
"00152-0018-0001-0019",0.153234153355436,2,3,3,3,3,3,0.0776571807023437,3,2,2,3,3,3,0.337277542859554,4,3,2,0.141034122678427,3,3,2,1.511153808915,4,4,4,4,4,0.580775960898881,3,3,3,3,3,1.0155131614997,4,4,4,3,4,0.205761128204731,3,3,3,3,3
"00152-0018-0001-0020",-0.414488980357856,2,3,2,3,2,2,-0.219358126743737,2,3,2,2,3,3,0.199253504854407,3,3,3,0.141034122678427,3,3,2,-0.601046338335395,2,2,2,3,2,-0.026401263965952,2,3,3,2,2,0.0821417690144662,2,3,3,3,2,-0.64813542184567,3,1,2,1,3
"00152-0018-0001-0021",0.0490840459219945,3,3,3,2,3,3,-0.973564538343131,1,2,2,2,2,2,-0.0774978699633682,3,3,2,-0.201955540710782,2,3,2,0.0737042900884769,2,3,3,3,3,0.365460485006521,3,2,3,3,3,-0.290357607752079,3,2,2,2,2,-0.692332842803916,3,2,1,2,2
"00152-0018-0001-0022",0.99376693288602,3,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,1.33147011590942,4,4,4,NA,NA,NA,NA,0.447820011995915,3,3,3,4,3,NA,NA,NA,NA,NA,NA,0.579676212277045,4,4,3,3,3,NA,NA,NA,NA,NA,NA
"00152-0018-0001-0023",-0.825118449181821,2,2,2,2,2,2,-0.738198857530861,2,2,2,2,2,2,-0.553645581246117,3,2,2,0.141034122678427,3,3,2,-1.42665627257302,1,1,1,2,2,-0.496325101745625,2,2,2,2,2,-0.380625596367436,2,2,2,2,2,-0.584113724471133,2,2,2,2,2
"00152-0018-0001-0025",1.39156185110939,4,3,4,4,4,4,0.495913076204877,3,3,3,3,3,3,1.33147011590942,4,4,4,0.79388815144711,3,4,2,0.893160535770005,3,4,3,4,4,0.580775960898881,3,3,3,3,3,1.23649259180142,4,4,4,4,4,0.205761128204731,3,3,3,3,3
"00152-0018-0001-0026",-0.096066587930524,2,3,3,2,3,3,-0.738198857530861,2,2,2,2,2,2,-0.439421217306059,2,3,2,0.141034122678427,3,3,2,-1.01903739597115,1,1,2,3,2,-1.1696524912872,1,1,1,2,2,0.10909279725055,4,2,3,3,2,-0.387737736545772,3,2,2,3,2
"00152-0019-0001-0001",-0.657415468964153,2,2,2,2,3,2,-0.955590035927098,2,1,2,1,2,3,0.199253504854407,3,3,3,0.80694640972304,4,3,3,0.044434339185617,3,3,3,3,2,-0.308227121587011,2,2,2,3,2,-0.380625596367436,2,2,2,2,2,0.349338532315362,3,3,4,4,2
"00152-0019-0001-0002",-0.0154283877519232,3,2,3,3,2,3,-0.738198857530861,2,2,2,2,2,2,-0.365004241896417,3,3,1,-0.351134532694353,3,2,2,-0.359547347277012,3,2,2,2,3,-1.69756034126817,1,1,1,1,1,-0.125723688655797,2,2,2,3,3,NA,NA,NA,NA,NA,NA
"00152-0019-0001-0003",0.502573429703586,3,3,3,3,4,3,0.321245171356638,3,2,3,3,4,2,-0.553645581246117,3,2,2,0.80694640972304,4,3,3,0.864486349981866,4,2,4,4,4,0.792177666432284,4,3,3,3,3,-1.31630817300646,1,1,1,1,1,-0.237853826721387,2,2,2,2,4
"00152-0019-0001-0004",0.00455549132843763,2,2,3,3,3,3,-1.44175136849003,1,2,1,1,2,2,1.33147011590942,4,4,4,-0.396156698816674,2,3,1,-0.191614941969045,2,3,2,3,3,-1.38952198839208,2,1,1,1,1,-0.380625596367436,2,2,2,2,2,-0.584113724471133,2,2,2,2,2
"00152-0019-0001-0006",0.0396302008540828,3,3,3,NA,2,3,0.495913076204877,3,3,3,3,3,3,0.788088132591057,4,4,2,0.141034122678427,3,3,2,0.272416208867303,3,3,3,3,3,0.580775960898881,3,3,3,3,3,0.317080326613267,3,3,3,3,3,0.205761128204731,3,3,3,3,3
"00152-0019-0001-0008",NA,NA,NA,NA,NA,NA,NA,-0.889120185113921,2,1,2,2,NA,NA,NA,NA,NA,NA,-1.27211400585285,2,1,1,NA,NA,NA,NA,NA,NA,-0.963474635186877,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00152-0019-0001-0009",NA,NA,NA,NA,NA,NA,NA,-1.14570235223655,1,2,2,2,1,2,NA,NA,NA,NA,-1.6026139971396,1,1,1,NA,NA,NA,NA,NA,NA,-1.36613985587046,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00152-0019-0001-0010",0.581502914818679,3,3,4,3,3,3,-0.738198857530861,2,2,2,2,2,2,-0.553645581246117,3,2,2,-1.06794578685023,2,1,2,1.19619612677533,3,4,4,4,4,-0.279278825007888,2,2,2,2,3,-0.168532614420203,4,1,3,2,2,-0.584113724471133,2,2,2,2,2
"00152-0019-0001-0012",0.747848929613303,3,3,4,3,4,3,-0.139817688828189,2,3,2,3,2,3,0.890900156304986,3,4,4,0.971926532002412,3,4,3,0.922165538916178,4,3,4,4,3,0.35025143703805,2,3,2,3,4,0.0111941541117829,2,1,3,4,3,-0.508365372349691,3,1,3,2,2
"00152-0019-0001-0013",0.316895221729886,3,3,3,3,3,3,0.495913076204877,3,3,3,3,3,3,-0.0774978699633682,3,3,2,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,0.580775960898881,3,3,3,3,3,0.317080326613267,3,3,3,3,3,0.205761128204731,3,3,3,3,3
"00152-0019-0001-0014",-0.825118449181821,2,2,2,2,2,2,-0.738198857530861,2,2,2,2,2,2,0.337277542859554,4,3,2,-0.624960511436945,2,2,2,-0.601046338335395,2,2,2,3,2,0.580775960898881,3,3,3,3,3,0.317080326613267,3,3,3,3,3,-0.329317820489042,2,2,2,3,3
"00152-0019-0001-0015",-0.657415468964153,2,2,2,2,3,2,-2.08172567444038,1,1,1,1,1,1,0.337277542859554,4,3,2,-0.351134532694353,3,2,2,-0.754875266066217,2,2,2,2,2,-0.318399452317724,1,1,1,4,4,-0.380625596367436,2,2,2,2,2,-0.966823962283677,2,2,1,2,1
"00152-0019-0001-0016",1.18480955499321,4,3,4,4,3,4,1.13212568317213,3,4,3,4,3,4,1.33147011590942,4,4,4,0.407754629074501,3,3,3,1.511153808915,4,4,4,4,4,1.01936587610726,3,3,3,4,4,0.503935721488503,2,3,3,4,4,0.205761128204731,3,3,3,3,3
"00152-0019-0001-0017",NA,NA,NA,NA,NA,NA,NA,0.321346348563378,3,2,3,3,3,3,NA,NA,NA,NA,0.79388815144711,3,4,2,NA,NA,NA,NA,NA,NA,0.708513475572006,2,3,4,3,3,NA,NA,NA,NA,NA,NA,0.191765757877223,3,2,4,3,3
"00152-0019-0001-0019",-1.51633363117309,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,-1.08442010223144,2,2,1,NA,NA,NA,NA,-1.6706841864827,1,1,1,2,1,NA,NA,NA,NA,NA,NA,-0.0889073471691948,3,3,3,2,1,NA,NA,NA,NA,NA,NA
"00152-0019-0001-0021",-0.285533930599774,3,3,2,3,2,2,-0.219358126743737,2,3,2,2,3,3,-0.553645581246117,3,2,2,-0.0014335159512155,2,3,3,0.272416208867303,3,3,3,3,3,0.0975609177800503,3,2,2,3,3,-0.116740284814035,1,3,3,2,2,-0.166205839634856,2,3,3,2,2
"00152-0019-0001-0022",-0.825118449181821,2,2,2,2,2,2,-0.30409574935962,2,3,2,3,2,2,-0.553645581246117,3,2,2,0.141034122678427,3,3,2,-0.424547639242995,2,2,2,4,2,-0.0165109264708018,2,2,3,2,3,-0.788845724115141,1,2,2,1,1,0.205761128204731,3,3,3,3,3
"00152-0020-0001-0001",0.316895221729886,3,3,3,3,3,3,0.321346348563378,3,2,3,3,3,3,-0.328863099905878,3,2,3,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,-0.496325101745625,2,2,2,2,2,0.317080326613267,3,3,3,3,3,0.205761128204731,3,3,3,3,3
"00152-0020-0001-0003",-1.4563571864542,1,2,1,1,2,2,-1.44175136849003,1,2,1,1,2,2,-1.50834852898287,2,1,1,-0.624960511436945,2,2,2,-0.459619538919381,2,1,2,4,3,-0.28570700659498,2,1,2,4,2,-0.380625596367436,2,2,2,2,2,-1.52759909668946,1,1,1,1,1
"00152-0020-0001-0004",-0.181494342991891,3,3,2,2,3,3,-0.455832256297075,2,2,3,2,2,2,0.199253504854407,3,3,3,0.141034122678427,3,3,2,-0.302993272141763,3,2,3,2,2,-0.107085127134494,3,2,2,3,2,-0.911008726788986,2,2,1,1,1,-0.410118622294834,2,2,NA,3,2
"00152-0020-0001-0005",-0.103494002856821,3,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,-0.0774978699633682,3,3,2,NA,NA,NA,NA,-0.601046338335395,2,2,2,3,2,NA,NA,NA,NA,NA,NA,-0.17962435407506,2,2,3,2,2,NA,NA,NA,NA,NA,NA
"00152-0020-0001-0006",-0.825118449181821,2,2,2,2,2,2,0.0909854656467391,4,3,2,2,2,3,0.199253504854407,3,3,3,-0.0014335159512155,2,3,3,-0.754875266066217,2,2,2,2,2,-0.341971730248514,3,2,2,3,1,0.317080326613267,3,3,3,3,3,-0.584113724471133,2,2,2,2,2
"00152-0020-0001-0007",-0.151013334785526,3,3,3,2,3,2,-0.738198857530861,2,2,2,2,2,2,-0.795626581726312,3,2,1,-0.201955540710782,2,3,2,-0.211192651840884,3,2,2,3,3,-0.0930951612114424,2,2,2,3,3,-0.380625596367436,2,2,2,2,2,-0.060404001999498,3,3,3,2,2
"00152-0020-0001-0008",-0.0773752616028679,2,3,2,2,3,4,-1.01387872375465,2,2,1,2,2,2,0.564280481719156,4,3,3,0.141034122678427,3,3,2,0.487365572522367,4,3,3,3,3,-0.100798418984435,2,3,2,3,2,-0.354114612355633,2,2,2,1,3,-0.907928759091561,2,2,1,1,2
"00152-0020-0001-0010",-0.181494342991891,3,3,2,2,3,3,-0.738198857530861,2,2,2,2,2,2,0.199253504854407,3,3,3,-0.624960511436945,2,2,2,0.571415110000737,3,3,4,3,3,0.381805687058413,2,3,3,3,3,0.317080326613267,3,3,3,3,3,0.0959006379933739,2,3,3,3,3
"00152-0020-0001-0013",-0.478002242598748,2,3,2,2,2,3,-0.584703868512162,2,3,2,2,2,2,-0.848178210081668,2,2,2,-0.201955540710782,2,3,2,-0.754875266066217,2,2,2,2,2,-0.308227121587011,2,2,2,3,2,0.317080326613267,3,3,3,3,3,0.0315904007503836,3,3,3,3,2
"00152-0020-0001-0014",-1.12036251707558,1,1,2,2,2,2,0.28681202405777,3,3,3,3,2,3,-0.553645581246117,3,2,2,-0.624960511436945,2,2,2,-0.754875266066217,2,2,2,2,2,-0.496325101745625,2,2,2,2,2,NA,NA,NA,NA,NA,NA,-0.0210755166044023,3,2,3,3,3
"00152-0020-0001-0016",-0.31545019349791,3,2,2,2,3,3,-0.357413015057283,2,2,2,2,3,3,-0.439421217306059,2,3,2,0.407754629074501,3,3,3,0.0737042900884769,2,3,3,3,3,-0.308227121587011,2,2,2,3,2,0.317080326613267,3,3,3,3,3,-0.278119046760016,2,3,2,3,2
"00152-0020-0001-0018",-1.85414346470772,1,2,1,1,1,1,-2.08172567444038,1,1,1,1,1,1,-1.36324009313321,1,2,1,-1.32658562422081,1,1,2,-1.6706841864827,1,1,1,2,1,-1.1696524912872,1,1,1,2,2,NA,NA,NA,NA,NA,NA,-0.584113724471133,2,2,2,2,2
"00152-0020-0001-0019",-0.096066587930524,2,3,3,2,3,3,-0.28293517189363,2,2,3,2,2,3,-0.0774978699633682,3,3,2,-0.559569687606774,3,2,1,-0.827507006649946,2,1,2,3,2,-0.314040342557529,2,1,2,3,3,0.116521288634882,3,3,2,3,3,0.00222441214626603,2,3,3,2,3
"00152-0020-0001-0020",-1.05225327816111,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,-0.614946831664991,2,2,3,NA,NA,NA,NA,-0.754875266066217,2,2,2,2,2,NA,NA,NA,NA,NA,NA,-0.125723688655797,2,2,2,3,3,NA,NA,NA,NA,NA,NA
"00152-0020-0001-0021",-0.096066587930524,2,3,3,2,3,3,-0.738198857530861,2,2,2,2,2,2,-0.553645581246117,3,2,2,-0.624960511436945,2,2,2,-0.601046338335395,2,2,2,3,2,-0.496325101745625,2,2,2,2,2,-0.380625596367436,2,2,2,2,2,-0.584113724471133,2,2,2,2,2
"00152-0020-0001-0022",-0.657415468964153,2,2,2,2,3,2,0.495913076204877,3,3,3,3,3,3,-0.0774978699633682,3,3,2,1.55676885328632,4,4,4,0.272416208867303,3,3,3,3,3,-1.14103801863438,1,2,1,1,2,-0.380625596367436,2,2,2,2,2,-0.060404001999498,3,3,3,2,2
"00152-0020-0001-0023",-0.337668715288111,3,3,2,2,2,3,0.28681202405777,3,3,3,3,2,3,0.455278770930951,3,3,4,1.55676885328632,4,4,4,-0.952822075170694,1,2,2,2,2,0.173794796020159,2,2,3,3,3,NA,NA,NA,NA,NA,NA,-0.584113724471133,2,2,2,2,2
"00152-0020-0001-0024",-0.31545019349791,3,2,2,2,3,3,0.213740187530798,3,3,3,2,3,3,-0.0774978699633682,3,3,2,0.407754629074501,3,3,3,-0.359547347277012,3,2,2,2,3,0.173794796020159,2,2,3,3,3,0.317080326613267,3,3,3,3,3,0.205761128204731,3,3,3,3,3
"00152-0020-0001-0025",0.497190808040833,4,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,-1.8348982053446,1,1,1,NA,NA,NA,NA,-1.91741951870438,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1.23649259180142,4,4,4,4,4,NA,NA,NA,NA,NA,NA
"00152-0020-0001-0026",-0.673340148092401,3,2,2,2,2,2,-0.324419412543647,2,3,3,2,2,2,-0.848178210081668,2,2,2,0.407754629074501,3,3,3,-1.56750614817408,1,2,1,1,1,-0.496325101745625,2,2,2,2,2,NA,NA,NA,NA,NA,NA,-0.478460001401862,3,2,2,2,2
"00152-0020-0001-0027",0.739823196675117,4,3,4,3,3,3,0.758527042539948,4,3,3,3,3,3,0.564280481719156,4,3,3,0.971926532002412,3,4,3,0.272416208867303,3,3,3,3,3,0.365460485006521,3,2,3,3,3,0.317080326613267,3,3,3,3,3,0.205761128204731,3,3,3,3,3
"00152-0020-0001-0028",0.581502914818679,3,3,4,3,3,3,0.0685255960556653,3,2,3,2,3,3,0.199253504854407,3,3,3,-0.0014335159512155,2,3,3,0.044434339185617,3,3,3,3,2,0.580775960898881,3,3,3,3,3,0.317080326613267,3,3,3,3,3,-0.060404001999498,3,3,3,2,2
"00152-0020-0001-0029",0.316895221729886,3,3,3,3,3,3,-0.0945925423699191,3,2,3,2,2,3,0.199253504854407,3,3,3,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,0.580775960898881,3,3,3,3,3,0.317080326613267,3,3,3,3,3,NA,NA,NA,NA,NA,NA
"00152-0020-0001-0031",0.0821367858691807,2,3,3,2,4,3,-0.738198857530861,2,2,2,2,2,2,-0.553645581246117,3,2,2,-0.0014335159512155,2,3,3,0.0737042900884769,2,3,3,3,3,-0.281334270748773,2,3,2,2,2,-0.184059188690169,3,2,2,3,2,-0.193046192113599,2,2,3,4,2
"00152-0021-0001-0001",-1.12036251707558,1,1,2,2,2,2,-1.54232359277375,2,1,1,1,1,2,-0.848178210081668,2,2,2,-1.10526932981613,1,2,1,-0.754875266066217,2,2,2,2,2,-0.6998043277913,1,2,2,2,2,-0.380625596367436,2,2,2,2,2,-0.796656503829577,2,2,1,2,2
"00152-0021-0001-0003",-0.421687870917698,2,2,3,2,3,2,-1.24738309704533,2,2,1,1,2,2,0.199253504854407,3,3,3,-0.425172515422909,2,2,3,-0.397360251598091,2,2,2,3,3,-0.496325101745625,2,2,2,2,2,-1.04751730564561,1,1,1,1,2,-1.35522073563086,2,1,1,1,1
"00152-0021-0001-0005",1.6159765663441,4,4,4,4,4,4,0.495913076204877,3,3,3,3,3,3,0.788088132591057,4,4,2,0.141034122678427,3,3,2,1.511153808915,4,4,4,4,4,0.580775960898881,3,3,3,3,3,1.0155131614997,4,4,4,3,4,1.02752606284014,3,4,4,4,4
"00152-0021-0001-0006",0.482899103582333,3,4,3,3,3,3,0.220952591902943,3,3,2,3,3,3,1.01459026274053,4,4,3,0.407754629074501,3,3,3,0.447820011995915,3,3,3,4,3,1.07421225338421,3,3,4,4,3,0.38312366662277,2,3,3,3,4,0.612106313325792,3,3,4,3,4
"00152-0021-0001-0007",-0.478002242598748,2,3,2,2,2,3,-0.551564620656734,2,2,2,2,3,2,-0.0774978699633682,3,3,2,-0.201955540710782,2,3,2,-1.16160837562609,1,1,2,2,2,-1.18621080222811,2,1,1,2,1,0.317080326613267,3,3,3,3,3,-0.603212210871763,1,2,2,3,2
"00152-0021-0001-0008",0.157239409813393,4,1,3,2,3,4,0.457787917164168,3,2,3,4,1,4,-0.664547447435089,3,1,4,0.678706700455138,3,3,4,-0.165253345688978,2,3,4,2,1,-0.61383815871294,2,3,1,3,1,-0.322973725782707,4,1,3,2,1,0.228371212773266,4,3,3,2,3
"00152-0021-0001-0009",0.437310796877931,3,3,2,3,4,4,1.01037481704569,4,2,4,3,3,4,-0.795626581726312,3,2,1,-0.232559987375385,2,2,4,0.683394386803756,3,4,3,4,3,1.22866638319189,3,4,3,4,4,0.582341036447546,3,4,4,2,3,0.414013289554744,2,4,3,2,4
"00152-0021-0001-0010",-1.44581774268977,2,1,1,1,2,2,-0.738198857530861,2,2,2,2,2,2,-0.553645581246117,3,2,2,-0.624960511436945,2,2,2,-0.397360251598091,2,2,2,3,3,0.365460485006521,3,2,3,3,3,-0.573804120216259,1,1,3,1,2,0.205761128204731,3,3,3,3,3
"00152-0021-0001-0012",-1.33614347112818,2,1,2,2,1,1,-2.08172567444038,1,1,1,1,1,1,-1.08442010223144,2,2,1,-0.559569687606774,3,2,1,-0.62694939832894,1,2,2,4,2,-0.519054202588589,1,2,2,3,2,-1.15094335257707,2,1,1,1,1,-1.52759909668946,1,1,1,1,1
"00152-0021-0001-0013",0.0438744796043927,3,4,3,2,2,3,-0.973564538343131,1,2,2,2,2,2,-0.553645581246117,3,2,2,-0.425172515422909,2,2,3,0.0447800500879307,3,2,3,3,3,0.163201353048879,3,3,3,1,3,-0.161812594488431,2,2,2,4,2,-0.166205839634856,2,3,3,2,2
"00152-0021-0001-0014",-0.657415468964153,2,2,2,2,3,2,0.0496767278231955,3,3,2,3,2,3,-0.795626581726312,3,2,1,0.407754629074501,3,3,3,-0.157626626498171,3,2,3,3,2,0.365460485006521,3,2,3,3,3,0.212225907237942,3,3,3,2,3,0.205761128204731,3,3,3,3,3
"00152-0021-0001-0015",-0.284762534532395,3,2,3,2,3,2,-0.584703868512162,2,3,2,2,2,2,0.199253504854407,3,3,3,-0.351134532694353,3,2,2,-0.136961676803227,2,3,3,3,2,-0.0517814673879842,1,2,3,3,3,-0.273509847547888,2,2,2,3,2,-0.290596721307951,2,2,3,3,2
"00152-0021-0001-0016",-0.45474686682636,2,2,2,2,3,3,-0.106912120101589,3,2,3,2,3,2,0.337277542859554,4,3,2,-1.10526932981613,1,2,1,-0.191614941969045,2,3,2,3,3,-0.456739899650106,1,2,3,3,1,-0.636862727482905,4,1,1,3,1,-0.218550343442652,2,2,2,NA,4
"00152-0021-0001-0017",0.059476138414117,3,4,1,2,4,4,0.842498872859136,4,2,3,4,2,4,0.337277542859554,4,3,2,0.578391648962808,4,3,2,-0.4380143420988,2,4,1,3,2,0.33172688750164,2,4,3,4,1,0.360803576449462,4,3,2,3,4,-0.543281329864635,NA,1,2,3,3
"00152-0021-0001-0018",0.585551978396296,2,3,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,-0.328863099905878,3,2,3,NA,NA,NA,NA,-1.03450654390234,2,1,2,3,1,NA,NA,NA,NA,NA,NA,-0.478985288937786,1,2,2,2,2,NA,NA,NA,NA,NA,NA
"00152-0021-0001-0019",-0.0519543198626283,3,2,3,3,3,2,-1.42181980572054,2,2,1,1,2,1,-0.0774978699633682,3,3,2,0.407754629074501,3,3,3,-0.211192651840884,3,2,2,3,3,-0.814020060052193,2,2,1,3,1,0.317080326613267,3,3,3,3,3,0.205761128204731,3,3,3,3,3
"00152-0021-0001-0021",0.316895221729886,3,3,3,3,3,3,-0.0196403952345125,3,3,2,2,3,3,0.455278770930951,3,3,4,-0.425172515422909,2,2,3,1.511153808915,4,4,4,4,4,-0.0386812018499427,2,2,3,3,2,0.170324398743615,3,3,3,3,2,0.205761128204731,3,3,3,3,3
"00152-0021-0001-0022",-1.40982207863959,1,2,1,2,2,1,-1.80154297494015,1,1,1,1,2,1,0.778546242563557,4,3,4,0.407754629074501,3,3,3,0.0447800500879307,3,2,3,3,3,-1.19480120623806,1,1,1,3,1,0.036820935780676,3,1,3,2,4,-0.126446029611221,2,2,3,3,3
"00152-0021-0001-0023",0.316895221729886,3,3,3,3,3,3,-0.738198857530861,2,2,2,2,2,2,0.564280481719156,4,3,3,-0.201955540710782,2,3,2,0.447820011995915,3,3,3,4,3,-0.496325101745625,2,2,2,2,2,-0.17962435407506,2,2,3,2,2,0.205761128204731,3,3,3,3,3
"00152-0021-0001-0025",-0.518760907326286,2,3,2,2,3,2,-0.263950531209824,3,2,3,2,2,2,-0.0774978699633682,3,3,2,1.02225539845483,4,3,4,-0.206281376518172,3,3,2,3,2,-0.0930951612114424,2,2,2,3,3,0.285159893241277,3,3,3,4,2,-0.0750416018934335,2,3,3,3,2
"00152-0021-0001-0026",0.316895221729886,3,3,3,3,3,3,-0.898199972387785,2,1,2,2,2,2,0.890900156304986,3,4,4,-0.624960511436945,2,2,2,-0.0561161980951051,3,2,2,4,3,-1.69756034126817,1,1,1,1,1,0.266678442251033,3,3,2,3,4,-0.459432080501934,3,1,2,3,3
"00152-0022-0001-0001",0.316895221729886,3,3,3,3,3,3,0.136647288880919,3,2,3,3,2,3,0.199253504854407,3,3,3,0.141034122678427,3,3,2,0.272416208867303,3,3,3,3,3,0.381805687058413,2,3,3,3,3,0.16136179593141,3,2,3,3,3,0.205761128204731,3,3,3,3,3
"00152-0022-0001-0003",-2.05210487379039,1,1,1,1,1,1,-2.08172567444038,1,1,1,1,1,1,-1.8348982053446,1,1,1,-0.624960511436945,2,2,2,-1.91741951870438,1,1,1,1,1,-0.90258188155168,2,2,2,1,1,-1.03133657379869,1,2,1,1,1,0.00222441214626603,2,3,3,2,3
