"S_ID","SAF_SELFCON","SQA06A","SQA06B","SQA06C","SQA06D","SQA06E","SQA06F","SBF_SELFCON","SQB01A","SQB01B","SQB01C","SQB01D","SQB01E","SQB01F","SAF_PINT","SQA14A","SQA14B","SQA14C","SBF_PINT","SQB03A","SQB03B","SQB03C","SAF_GENSELFEFF","SQA15A","SQA15B","SQA15C","SQA15D","SQA15E","SBF_GENSELFEFF","SQB02A","SQB02B","SQB02C","SQB02D","SQB02E","SAF_EFFICACY_MATCHED","SQA16F2","SQA16G2","SQA16H2","SQA16I2","SQA16J2","SBF_EFFICACY_MATCHED","SQB07CA","SQB07CB","SQB07CC","SQB07CD","SQB07CE"
"00826-0064-0001-0008",0.316895221729886,3,3,3,3,3,3,0.682285586537784,3,4,3,3,3,3,0.337277542859554,4,3,2,-0.201955540710782,2,3,2,0.922165538916178,4,3,4,4,3,0.820614240252426,3,3,3,3,4,-0.16724613047749,4,2,2,1,3,0.205761128204731,3,3,3,3,3
"00826-0064-0001-0009",-2.05210487379039,1,1,1,1,1,1,-2.08172567444038,1,1,1,1,1,1,-1.8348982053446,1,1,1,-1.6026139971396,1,1,1,-1.91741951870438,1,1,1,1,1,-1.69756034126817,1,1,1,1,1,-1.31630817300646,1,1,1,1,1,-1.52759909668946,1,1,1,1,1
"00826-0064-0001-0010",-0.181494342991891,3,3,2,2,3,3,0.00449717217257478,2,3,3,2,3,3,0.199253504854407,3,3,3,0.80694640972304,4,3,3,0.447820011995915,3,3,3,4,3,0.155701139354784,2,3,3,3,2,-0.300496214088639,2,2,3,1,2,0.687201471787094,4,4,4,2,3
"00826-0064-0001-0011",-0.518760907326286,2,3,2,2,3,2,-1.77855574386838,1,1,1,1,1,2,-0.848178210081668,2,2,2,-0.559569687606774,3,2,1,-0.601046338335395,2,2,2,3,2,-0.708209730229706,2,1,2,2,2,-1.04751730564561,1,1,1,1,2,-0.551147293512522,2,1,3,1,3
"00826-0064-0001-0012",-0.254076721119484,2,3,3,2,2,3,-0.584703868512162,2,3,2,2,2,2,-0.439421217306059,2,3,2,0.141034122678427,3,3,2,-1.03065264576844,2,2,1,2,2,0.155701139354784,2,3,3,3,2,-0.34016659229137,2,3,2,1,2,0.232923121056361,3,3,4,1,3
"00826-0064-0001-0013",0.970662443116652,3,4,4,4,3,3,-0.219358126743737,2,3,2,2,3,3,1.01459026274053,4,4,3,0.578391648962808,4,3,2,1.511153808915,4,4,4,4,4,0.580775960898881,3,3,3,3,3,0.305009137974607,3,3,4,1,3,1.03803609326667,4,4,4,3,4
"00826-0064-0001-0014",1.20717164386259,3,3,4,4,4,4,-0.219358126743737,2,3,2,2,3,3,1.33147011590942,4,4,4,1.55676885328632,4,4,4,1.511153808915,4,4,4,4,4,-0.308227121587011,2,2,2,3,2,-0.196339084614827,4,2,2,2,2,0.563521391356422,3,4,4,2,3
"00826-0064-0001-0015",0.762454945425819,4,3,3,4,3,3,-0.0196403952345125,3,3,2,2,3,3,0.564280481719156,4,3,3,0.80694640972304,4,3,3,1.15933670965097,4,3,4,4,4,0.0975609177800503,3,2,2,3,3,0.828768747024614,3,3,4,4,4,1.02752606284014,3,4,4,4,4
"00826-0064-0001-0016",0.000566009488695258,NA,3,3,2,3,3,-0.167003773166161,2,3,3,2,3,2,-0.0774978699633682,3,3,2,-0.351134532694353,3,2,2,-0.754875266066217,2,2,2,2,2,-0.687494455458877,2,2,2,1,2,-0.05231032544186,NA,2,NA,2,3,0.222094365745872,2,3,4,2,3
"00826-0064-0001-0017",0.89020526293696,3,4,4,3,4,3,1.06036300031992,3,4,3,3,4,4,1.01459026274053,4,4,3,0.141034122678427,3,3,2,1.511153808915,4,4,4,4,4,0.792353534662679,3,3,3,4,3,-0.0605450556143157,3,2,3,1,3,0.638151477733693,2,4,4,2,4
"00826-0064-0001-0018",-0.518760907326286,2,3,2,2,3,2,-0.404842815501378,2,3,2,2,3,2,-0.553645581246117,3,2,2,-0.351134532694353,3,2,2,-0.387091994236502,2,3,2,3,2,-0.308227121587011,2,2,2,3,2,-0.509768061332522,2,2,2,1,2,0.157788168471815,3,2,4,NA,3
"00826-0064-0001-0019",0.316895221729886,3,3,3,3,3,3,0.0283779021185683,3,3,3,2,3,2,0.499267731332336,3,4,2,-0.201955540710782,2,3,2,0.0737042900884769,2,3,3,3,3,0.107214196647547,2,3,2,3,3,0.00860674022602553,2,3,3,1,3,0.66211994178278,3,4,4,3,3
"00826-0064-0001-0020",0.581502914818679,3,3,4,3,3,3,0.274052606663148,3,3,3,3,3,2,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,-0.387091994236502,2,3,2,3,2,-0.800735510432488,2,1,1,3,2,0.478786083510191,3,4,3,3,3,0.315083939224306,2,3,4,3,3
"00826-0064-0001-0021",-0.683752141261979,2,3,2,2,2,2,-0.738198857530861,2,2,2,2,2,2,-0.553645581246117,3,2,2,0.141034122678427,3,3,2,-0.754875266066217,2,2,2,2,2,-0.496325101745625,2,2,2,2,2,0.193555848824009,4,3,3,1,3,0.0147795024875255,1,3,4,1,3
"00826-0064-0001-0022",-0.0179761984741861,2,3,3,3,2,3,-0.404842815501378,2,3,2,2,3,2,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,0.272416208867303,3,3,3,3,3,-0.279278825007888,2,2,2,2,3,0.277707986103192,2,3,3,2,4,0.521906146293563,NA,3,4,2,4
"00826-0064-0001-0023",0.316895221729886,3,3,3,3,3,3,0.495913076204877,3,3,3,3,3,3,-0.848178210081668,2,2,2,-0.201955540710782,2,3,2,-0.157626626498171,3,2,3,3,2,-0.0333733498939681,3,2,3,2,2,0.0137617449059899,3,3,2,2,3,0.205761128204731,3,3,3,3,3
"00826-0064-0001-0024",-0.289846039701753,2,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,0.199253504854407,3,3,3,NA,NA,NA,NA,0.272416208867303,3,3,3,3,3,NA,NA,NA,NA,NA,NA,-0.300496214088639,2,2,3,1,2,NA,NA,NA,NA,NA,NA
"00826-0064-0001-0025",0.747848929613303,3,3,4,3,4,3,1.88016172456212,4,4,4,4,4,4,1.01459026274053,4,4,3,0.971926532002412,3,4,3,1.511153808915,4,4,4,4,4,1.22866638319189,3,4,3,4,4,0.417173278189785,3,3,4,2,3,1.22882602627942,4,4,4,4,4
"00826-0064-0001-0026",-0.181494342991891,3,3,2,2,3,3,0.444193821111168,3,3,2,3,3,4,-0.848178210081668,2,2,2,-0.201955540710782,2,3,2,0.205776986037729,3,3,3,4,2,-0.308227121587011,2,2,2,3,2,-0.0496897820967117,3,3,3,1,2,0.331002673777247,3,3,4,2,3
"00826-0064-0001-0027",0.154667951486971,3,2,3,3,3,3,0.978881524817682,3,3,4,3,3,4,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,-0.191614941969045,2,3,2,3,3,0.580775960898881,3,3,3,3,3,0.471677510837449,4,4,3,2,3,1.12425956241218,4,4,4,NA,4
"00826-0064-0001-0028",0.0547510283269465,3,3,2,3,3,3,0.213740187530798,3,3,3,2,3,3,0.199253504854407,3,3,3,1.55676885328632,4,4,4,0.272416208867303,3,3,3,3,3,-0.0386812018499427,2,2,3,3,2,0.00860674022602553,2,3,3,1,3,0.546382786933946,2,4,4,3,3
"00826-0064-0001-0029",0.316895221729886,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,0.199253504854407,3,3,3,NA,NA,NA,NA,0.272416208867303,3,3,3,3,3,NA,NA,NA,NA,NA,NA,0.212225907237942,3,3,3,2,3,NA,NA,NA,NA,NA,NA
"00826-0064-0001-0030",1.6159765663441,4,4,4,4,4,4,1.14353945424968,3,3,4,3,4,4,1.33147011590942,4,4,4,1.55676885328632,4,4,4,0.447820011995915,3,3,3,4,3,0.580775960898881,3,3,3,3,3,0.775740556078995,3,4,3,4,4,0.791884936300271,4,4,4,3,3
"00826-0064-0001-0031",0.316895221729886,3,3,3,3,3,3,0.00449717217257478,2,3,3,2,3,3,-0.0774978699633682,3,3,2,-0.351134532694353,3,2,2,0.0447800500879307,3,2,3,3,3,0.365460485006521,3,2,3,3,3,0.02880518539785,1,3,3,2,3,0.420037358000415,2,3,4,4,3
"00826-0064-0001-0032",0.905329637791478,3,4,3,4,4,3,1.57541390661685,4,4,4,4,4,3,0.499267731332336,3,4,2,-0.112170507722328,3,3,1,-0.0561161980951051,3,2,2,4,3,1.47544945685103,4,4,4,4,3,0.687053604439021,3,3,4,3,4,1.22882602627942,4,4,4,4,4
"00826-0065-0007-0001",0.0888179034574471,3,3,3,3,3,2,0.274052606663148,3,3,3,3,3,2,-0.553645581246117,3,2,2,-1.10526932981613,1,2,1,-0.535371182715053,2,3,2,2,2,-0.593082784746723,1,2,1,3,3,-0.262532692017562,3,2,2,1,3,0.400449304981184,4,4,4,1,2
"00826-0065-0007-0002",0.785560552175825,3,3,4,3,3,4,0.28681202405777,3,3,3,3,2,3,1.01459026274053,4,4,3,-0.834303577306735,2,2,1,0.244043849919014,2,3,3,4,3,-0.308227121587011,2,2,2,3,2,-0.67982834481367,2,2,2,1,1,-0.531429246823177,3,3,2,1,1
"00826-0065-0007-0003",-0.103494002856821,3,3,2,3,2,3,0.0382929098365545,3,3,2,3,3,2,0.688657674540425,3,4,3,0.141034122678427,3,3,2,-0.387091994236502,2,3,2,3,2,-0.0930951612114424,2,2,2,3,3,-0.20991120876129,3,2,3,1,2,0.167231254053298,3,3,3,NA,NA
"00826-0065-0007-0004",0.717498664269852,3,3,3,3,4,4,0.00449717217257478,2,3,3,2,3,3,-0.0774978699633682,3,3,2,-0.351134532694353,3,2,2,0.272416208867303,3,3,3,3,3,0.107214196647547,2,3,2,3,3,-0.0326398537640819,2,2,3,2,3,-0.520625911159829,2,3,1,1,3
"00826-0065-0007-0005",-0.096066587930524,2,3,3,2,3,3,0.495913076204877,3,3,3,3,3,3,1.01459026274053,4,4,3,0.141034122678427,3,3,2,0.272416208867303,3,3,3,3,3,0.365460485006521,3,2,3,3,3,-0.368654677633691,3,2,3,1,1,0.205761128204731,3,3,3,3,3
"00826-0065-0007-0006",-0.444195571711898,2,3,3,2,2,2,0.213740187530798,3,3,3,2,3,3,-0.0774978699633682,3,3,2,-0.624960511436945,2,2,2,0.722317469442825,3,4,3,3,4,0.107214196647547,2,3,2,3,3,-1.15094335257707,2,1,1,1,1,0.0110417396364637,3,3,3,1,3
"00826-0065-0007-0007",-0.306626578414058,3,3,3,2,2,2,0.495913076204877,3,3,3,3,3,3,-0.0774978699633682,3,3,2,-0.201955540710782,2,3,2,0.272416208867303,3,3,3,3,3,0.173794796020159,2,2,3,3,3,-0.879322011932777,2,1,2,1,1,0.205761128204731,3,3,3,3,3
"00826-0065-0007-0008",-0.254076721119484,2,3,3,2,2,3,0.00449717217257478,2,3,3,2,3,3,-0.0774978699633682,3,3,2,-0.624960511436945,2,2,2,-0.211192651840884,3,2,2,3,3,-0.077602565945964,2,3,2,2,3,0.123705083570354,2,3,3,2,3,0.0110417396364637,3,3,3,1,3
"00826-0065-0007-0009",-0.518760907326286,2,3,2,2,3,2,0.274052606663148,3,3,3,3,3,2,0.337277542859554,4,3,2,0.141034122678427,3,3,2,-0.54982369614764,2,2,2,2,3,-0.708209730229706,2,1,2,2,2,-1.02663435960993,3,1,1,1,1,0.128615282408916,4,3,3,1,3
"00826-0065-0007-0010",0.0821367858691807,2,3,3,2,4,3,-0.184533471988978,3,3,2,2,2,3,-0.0774978699633682,3,3,2,-0.559569687606774,3,2,1,-0.601046338335395,2,2,2,3,2,-0.279278825007888,2,2,2,2,3,-0.354114612355633,2,2,2,1,3,-0.211112241362649,3,2,3,1,3
"00826-0065-0007-0011",0.265799789059034,3,3,3,3,4,2,0.274052606663148,3,3,3,3,3,2,0.564280481719156,4,3,3,0.141034122678427,3,3,2,0.487365572522367,4,3,3,3,3,-0.0930951612114424,2,2,2,3,3,-0.774253335938999,3,1,2,1,1,0.111289730417658,3,3,3,2,3
"00826-0065-0007-0012",0.0490840459219945,3,3,3,2,3,3,0.495913076204877,3,3,3,3,3,3,-0.0774978699633682,3,3,2,-0.624960511436945,2,2,2,0.272416208867303,3,3,3,3,3,-0.308227121587011,2,2,2,3,2,-0.774253335938999,3,1,2,1,1,0.205761128204731,3,3,3,3,3
"00826-0065-0007-0013",-0.289846039701753,2,3,3,2,3,2,0.00449717217257478,2,3,3,2,3,3,0.788088132591057,4,4,2,0.407754629074501,3,3,3,0.447820011995915,3,3,3,4,3,-0.0386812018499427,2,2,3,3,2,-0.638517501372823,2,1,3,1,1,0.205761128204731,3,3,3,3,3
"00826-0065-0007-0014",0.316895221729886,3,3,3,3,3,3,0.495913076204877,3,3,3,3,3,3,-0.0774978699633682,3,3,2,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,0.289370065292745,3,3,2,3,3,-0.460196254015196,2,2,3,1,1,0.0110417396364637,3,3,3,1,3
"00826-0065-0007-0015",1.09149898424624,3,4,4,3,4,4,0.495913076204877,3,3,3,3,3,3,1.33147011590942,4,4,4,0.407754629074501,3,3,3,1.09158551919578,4,4,3,4,4,-0.077602565945964,2,3,2,2,3,0.160366668210992,4,3,3,2,2,-0.085354796689989,4,3,2,1,3
"00826-0065-0007-0016",0.153234153355436,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,-1.12918846915144,1,2,2,NA,NA,NA,NA,-0.157626626498171,3,2,3,3,2,NA,NA,NA,NA,NA,NA,-0.408790891251853,3,3,2,1,1,NA,NA,NA,NA,NA,NA
"00826-0065-0007-0017",0.0490840459219945,3,3,3,2,3,3,0.495913076204877,3,3,3,3,3,3,0.564280481719156,4,3,3,0.407754629074501,3,3,3,0.272416208867303,3,3,3,3,3,-0.496325101745625,2,2,2,2,2,-0.582613760096022,3,2,2,1,1,0.111289730417658,3,3,3,2,3
"00826-0065-0007-0018",-0.18654404642265,2,2,3,3,3,2,-0.404842815501378,2,3,2,2,3,2,0.199253504854407,3,3,3,0.141034122678427,3,3,2,-0.754875266066217,2,2,2,2,2,-0.780108689389435,2,2,1,2,2,-0.0907744722968395,3,2,3,2,2,-0.3768534410136,3,2,3,1,2
"00826-0065-0007-0019",0.581502914818679,3,3,4,3,3,3,0.410298548853841,3,3,3,2,4,3,0.564280481719156,4,3,3,0.141034122678427,3,3,2,0.944818378102784,3,3,4,4,4,0.792353534662679,3,3,3,4,3,-0.101436856033992,3,3,2,1,3,0.0649842238569477,3,2,3,2,4
"00826-0065-0007-0020",0.316895221729886,3,3,3,3,3,3,0.495913076204877,3,3,3,3,3,3,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,0.272416208867303,3,3,3,3,3,-0.100798418984435,2,3,2,3,2,-0.408790891251853,3,3,2,1,1,0.170632755976595,3,3,3,NA,3
"00826-0065-0007-0021",0.581502914818679,3,3,4,3,3,3,0.495913076204877,3,3,3,3,3,3,0.199253504854407,3,3,3,-0.112170507722328,3,3,1,0.272416208867303,3,3,3,3,3,0.336879933125015,3,2,2,3,4,0.0977728722682178,3,3,3,1,3,0.0110417396364637,3,3,3,1,3
"00826-0065-0007-0022",-0.0852821530314941,2,3,2,3,3,3,-0.551564620656734,2,2,2,2,3,2,-0.0774978699633682,3,3,2,-0.425172515422909,2,2,3,-0.286206209174602,2,3,3,2,2,-0.215621801226407,2,2,3,2,2,-1.04751730564561,1,1,1,1,2,-0.523172926808059,2,2,2,1,3
"00826-0065-0007-0023",-0.0852821530314941,2,3,2,3,3,3,0.220952591902943,3,3,2,3,3,3,-0.0774978699633682,3,3,2,0.141034122678427,3,3,2,-0.754875266066217,2,2,2,2,2,0.0975609177800503,3,2,2,3,3,-0.509768061332522,2,2,2,1,2,0.158218309558016,3,NA,NA,NA,NA
"00826-0065-0007-0024",0.502573429703586,3,3,3,3,4,3,1.20188964554799,3,3,4,4,4,3,-1.08442010223144,2,2,1,-1.27211400585285,2,1,1,0.944818378102784,3,3,4,4,4,0.820614240252426,3,3,3,3,4,-0.573804120216259,1,1,3,1,2,0.584106286804652,4,4,4,1,3
"00826-0065-0007-0025",0.316895221729886,3,3,3,3,3,3,0.495913076204877,3,3,3,3,3,3,0.564280481719156,4,3,3,0.407754629074501,3,3,3,1.511153808915,4,4,4,4,4,0.289370065292745,3,3,2,3,3,-0.368654677633691,3,2,3,1,1,0.0110417396364637,3,3,3,1,3
"00826-0065-0007-0026",0.316895221729886,3,3,3,3,3,3,0.213740187530798,3,3,3,2,3,3,1.01459026274053,4,4,3,-0.0014335159512155,2,3,3,0.272416208867303,3,3,3,3,3,-0.496325101745625,2,2,2,2,2,-0.822690709976691,3,1,1,1,2,0.170632755976595,3,3,3,NA,3
"00826-0065-0007-0027",0.154667951486971,3,2,3,3,3,3,0.28681202405777,3,3,3,3,2,3,0.199253504854407,3,3,3,-0.834303577306735,2,2,1,-0.112009265216457,2,3,2,2,4,-0.90258188155168,2,2,2,1,1,0.0348806775958818,4,2,3,1,3,-0.3768534410136,3,2,3,1,2
"00826-0065-0007-0028",-0.0179761984741861,2,3,3,3,2,3,0.0897689617887254,3,2,3,2,4,2,-0.652423847353105,2,3,1,-1.27211400585285,2,1,1,-0.535371182715053,2,3,2,2,2,-0.51196404559294,3,2,2,2,1,-0.582613760096022,3,2,2,1,1,-0.0864061468046057,3,4,3,1,1
"00826-0065-0007-0030",-0.254076721119484,2,3,3,2,2,3,0.00449717217257478,2,3,3,2,3,3,0.688657674540425,3,4,3,-0.201955540710782,2,3,2,0.272416208867303,3,3,3,3,3,-0.0930951612114424,2,2,2,3,3,-0.67982834481367,2,2,2,1,1,-0.547975398092298,3,2,3,1,1
"00826-0067-0003-0002",0.581502914818679,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,-0.365004241896417,3,3,1,NA,NA,NA,NA,0.255162955488098,4,2,3,3,3,NA,NA,NA,NA,NA,NA,-0.380625596367436,2,2,2,2,2,NA,NA,NA,NA,NA,NA
"00826-0067-0003-0003",-0.683752141261979,2,3,2,2,2,2,-0.154124700815723,2,3,3,2,2,3,-0.888356471939324,1,3,1,-0.834303577306735,2,2,1,-0.601046338335395,2,2,2,3,2,-0.923796923815799,2,1,2,2,1,-0.774253335938999,3,1,2,1,1,-0.478460001401862,3,2,2,2,2
"00826-0067-0003-0004",-0.232242433960227,2,2,3,2,3,3,-0.738198857530861,2,2,2,2,2,2,-0.553645581246117,3,2,2,-0.624960511436945,2,2,2,-1.91741951870438,1,1,1,1,1,-1.18621080222811,2,1,1,2,1,-1.31630817300646,1,1,1,1,1,-0.979789848412754,2,1,2,2,1
"00826-0067-0003-0005",-0.096066587930524,2,3,3,2,3,3,-1.37801113779054,2,1,1,1,2,2,-0.0774978699633682,3,3,2,-0.156778579949398,3,2,3,-1.22967137228173,2,1,1,2,2,-1.69756034126817,1,1,1,1,1,-0.582613760096022,3,2,2,1,1,-0.974341766715694,3,2,1,1,1
"00826-0067-0003-0006",0.130201044544325,3,3,3,3,2,3,-0.508618953060536,3,2,2,2,2,2,-0.553645581246117,3,2,2,-1.27211400585285,2,1,1,-0.754875266066217,2,2,2,2,2,-0.952755977803227,2,2,1,1,2,-0.23312916085492,3,1,3,1,3,-0.69564328593288,1,2,2,2,2
"00826-0067-0003-0007",-0.478002242598748,2,3,2,2,2,3,-0.508618953060536,3,2,2,2,2,2,-0.848178210081668,2,2,2,-0.624960511436945,2,2,2,-0.754875266066217,2,2,2,2,2,-0.496325101745625,2,2,2,2,2,-0.879322011932777,2,1,2,1,1,-0.584113724471133,2,2,2,2,2
"00826-0067-0003-0008",-0.536448139289864,2,2,2,3,2,2,-0.973564538343131,1,2,2,2,2,2,-0.0774978699633682,3,3,2,-0.624960511436945,2,2,2,-0.754875266066217,2,2,2,2,2,-1.69756034126817,1,1,1,1,1,-0.67982834481367,2,2,2,1,1,-0.691562857867211,2,2,2,1,2
"00826-0067-0003-0009",0.316895221729886,3,3,3,3,3,3,-0.297606509525634,2,2,3,2,3,2,-1.50834852898287,2,1,1,-1.6026139971396,1,1,1,-0.754875266066217,2,2,2,2,2,-0.0386812018499427,2,2,3,3,2,-1.21489974831404,NA,1,1,1,1,0.224530053221403,4,4,4,1,1
"00826-0067-0003-0010",-1.01917937630772,3,3,1,2,2,1,-0.643734379251674,3,2,1,2,3,2,-0.848178210081668,2,2,2,-1.27211400585285,2,1,1,-0.952822075170694,1,2,2,2,2,-0.6998043277913,1,2,2,2,2,-0.490875059898285,3,1,NA,NA,NA,-1.35522073563086,2,1,1,1,1
"00826-0067-0003-0011",-0.437404703968902,3,2,3,2,2,2,0.495913076204877,3,3,3,3,3,3,-1.8348982053446,1,1,1,-1.6026139971396,1,1,1,-1.6706841864827,1,1,1,2,1,-1.69756034126817,1,1,1,1,1,-0.380625596367436,2,2,2,2,2,-1.52759909668946,1,1,1,1,1
"00826-0067-0003-0012",-1.23331991438451,1,2,2,1,2,2,-1.44175136849003,1,2,1,1,2,2,-1.08442010223144,2,2,1,-1.6026139971396,1,1,1,-1.59632074174447,1,1,1,1,2,-1.69756034126817,1,1,1,1,1,-0.911008726788986,2,2,1,1,1,-0.67829378704332,2,3,1,1,2
"00826-0067-0003-0013",0.316895221729886,3,3,3,3,3,3,0.220952591902943,3,3,2,3,3,3,-0.553645581246117,3,2,2,-0.351134532694353,3,2,2,-0.754875266066217,2,2,2,2,2,0.0833590147947218,3,3,2,3,2,-0.23312916085492,3,1,3,1,3,0.0110417396364637,3,3,3,1,3
"00826-0067-0003-0014",-1.09622900570237,2,2,2,1,2,2,-1.37642810758631,1,2,2,1,1,2,-0.795626581726312,3,2,1,-1.6026139971396,1,1,1,-0.872544381468756,2,1,3,2,1,-1.30022188512568,1,1,2,1,1,-0.669352504380102,4,1,2,1,1,-0.465463210256499,4,2,2,1,2
"00826-0067-0003-0015",-0.683752141261979,2,3,2,2,2,2,-0.366265465785397,3,3,2,2,2,2,-0.0774978699633682,3,3,2,-1.6026139971396,1,1,1,-1.56750614817408,1,2,1,1,1,-1.36613985587046,1,2,1,1,1,-0.380625596367436,2,2,2,2,2,-1.52759909668946,1,1,1,1,1
"00826-0068-0001-0001",-0.683752141261979,2,3,2,2,2,2,0.241286948307172,2,3,3,3,3,3,-0.848178210081668,2,2,2,-0.624960511436945,2,2,2,-1.15476404717786,1,2,2,2,1,-0.100798418984435,2,3,2,3,2,-0.596167162273922,3,1,2,1,2,-0.0665985492061771,3,3,2,NA,3
"00826-0068-0001-0002",-0.096066587930524,2,3,3,2,3,3,0.00449717217257478,2,3,3,2,3,3,-0.553645581246117,3,2,2,-0.624960511436945,2,2,2,-0.535371182715053,2,3,2,2,2,-1.1696524912872,1,1,1,2,2,-0.447697004248437,4,1,3,1,1,-0.27248091636322,3,1,3,1,4
"00826-0068-0001-0003",0.00455549132843763,2,2,3,3,3,3,-2.08172567444038,1,1,1,1,1,1,0.199253504854407,3,3,3,-0.425172515422909,2,2,3,-0.397360251598091,2,2,2,3,3,-1.41106854101579,1,1,1,2,1,-0.72970120086786,2,2,1,1,2,-0.380898601404459,2,2,3,2,2
"00826-0068-0001-0004",0.0490840459219945,3,3,3,2,3,3,-0.738198857530861,2,2,2,2,2,2,-1.08442010223144,2,2,1,-1.10526932981613,1,2,1,-0.397360251598091,2,2,2,3,3,-0.496325101745625,2,2,2,2,2,-0.911008726788986,2,2,1,1,1,-0.435335163757121,2,3,3,1,1
"00826-0068-0001-0005",0.502573429703586,3,3,3,3,4,3,-0.584703868512162,2,3,2,2,2,2,0.564280481719156,4,3,3,0.407754629074501,3,3,3,-0.970033581150836,2,2,2,2,1,-0.496325101745625,2,2,2,2,2,-0.911008726788986,2,2,1,1,1,-0.214334335594216,2,4,2,1,2
"00826-0068-0001-0006",-0.269565777344984,2,3,2,3,3,2,-0.386528622966912,2,3,2,2,2,3,-0.553645581246117,3,2,2,-0.624960511436945,2,2,2,-0.754875266066217,2,2,2,2,2,-1.10091882284821,2,1,2,1,1,-0.541184422238783,2,2,2,2,1,-0.691562857867211,2,2,2,1,2
"00826-0068-0001-0007",-0.320929264082401,2,3,2,2,3,3,-1.42181980572054,2,2,1,1,2,1,-1.08442010223144,2,2,1,-1.6026139971396,1,1,1,-1.6706841864827,1,1,1,2,1,-1.36613985587046,1,2,1,1,1,-1.31630817300646,1,1,1,1,1,-0.317461381577258,2,2,3,1,3
"00826-0068-0001-0008",-0.096066587930524,2,3,3,2,3,3,-0.119755703608548,3,3,2,3,2,2,0.199253504854407,3,3,3,0.141034122678427,3,3,2,-0.293142052974728,2,2,3,2,3,-0.077602565945964,2,3,2,2,3,-0.54399808469378,3,1,3,1,1,-0.0785869662981833,3,2,3,NA,3
"00826-0068-0001-0009",-0.393587546048258,2,2,2,3,3,2,-1.42181980572054,2,2,1,1,2,1,-0.848178210081668,2,2,2,-1.32658562422081,1,1,2,-1.22967137228173,2,1,1,2,2,-1.69756034126817,1,1,1,1,1,-0.541184422238783,2,2,2,2,1,-0.653449060505624,2,2,3,1,1
"00826-0068-0001-0010",-0.285533930599774,3,3,2,3,2,2,-0.551564620656734,2,2,2,2,3,2,-0.553645581246117,3,2,2,-0.624960511436945,2,2,2,-0.601046338335395,2,2,2,3,2,-0.496325101745625,2,2,2,2,2,-0.262532692017562,3,2,2,1,3,-0.315189962091843,3,2,2,2,3
"00826-0068-0001-0011",-0.306626578414058,3,3,3,2,2,2,0.495913076204877,3,3,3,3,3,3,0.199253504854407,3,3,3,-0.624960511436945,2,2,2,-0.550313759412937,3,2,2,2,2,-0.496325101745625,2,2,2,2,2,-0.541184422238783,2,2,2,2,1,-0.547975398092298,3,2,3,1,1
"00826-0068-0001-0012",-0.181494342991891,3,3,2,2,3,3,-1.39427972263031,NA,NA,NA,NA,1,NA,-0.0774978699633682,3,3,2,NA,NA,NA,NA,-0.703955840796325,3,2,1,3,2,-1.17592654743464,NA,NA,NA,NA,1,-0.925419737077548,2,1,1,1,2,-0.492660804939232,2,2,2,3,2
"00826-0068-0001-0013",-0.825118449181821,2,2,2,2,2,2,0.495913076204877,3,3,3,3,3,3,-0.222714721567194,2,3,3,0.407754629074501,3,3,3,-0.754875266066217,2,2,2,2,2,-0.923796923815799,2,1,2,2,1,-0.368654677633691,3,2,3,1,1,0.128615282408916,4,3,3,1,3
"00826-0068-0001-0014",-0.473720420726002,2,3,2,NA,3,2,-0.366265465785397,3,3,2,2,2,2,-0.439421217306059,2,3,2,-0.624960511436945,2,2,2,-0.754875266066217,2,2,2,2,2,-0.0930951612114424,2,2,2,3,3,-0.541184422238783,2,2,2,2,1,-1.34536766190186,1,1,1,2,1
"00826-0068-0001-0015",0.948106279296319,3,3,4,3,4,4,1.49353014952586,4,4,4,3,4,4,0.0409174128683462,4,3,1,1.55676885328632,4,4,4,0.0575908744527464,2,4,2,3,3,0.705965265771346,2,4,4,2,3,-0.501430485376027,2,3,2,1,1,0.762723984320033,3,4,4,2,4
"00826-0068-0001-0016",-0.254076721119484,2,3,3,2,2,3,-0.404842815501378,2,3,2,2,3,2,-1.8348982053446,1,1,1,-1.1129657716112,1,1,3,-1.21092011026993,1,2,1,2,2,-0.90258188155168,2,2,2,1,1,-1.02663435960993,3,1,1,1,1,-0.583214353472454,3,2,2,1,2
"00826-0068-0001-0017",0.80092402719196,3,2,3,4,4,4,-0.297606509525634,2,2,3,2,3,2,-0.0774978699633682,3,3,2,-1.27211400585285,2,1,1,0.0575908744527464,2,4,2,3,3,-0.308227121587011,2,2,2,3,2,-0.20991120876129,3,2,3,1,2,0.464737968073017,3,4,4,1,3
"00826-0070-0002-0001",-0.320929264082401,2,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,0.199253504854407,3,3,3,NA,NA,NA,NA,-0.114927899099914,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
